the_master_key_01_f000001|The Master Key.|The Master Key.
the_master_key_15_f000027|Its wide-open, curving beak was set with rows of pointed teeth, and the talons held against its breast and turned threateningly outward were more powerful and dreadful than a tiger's claws.|Its wide-open, curving beak was set with rows of pointed teeth, and the talons held against its breast and turned threateningly outward were more powerful and dreadful than a tiger's claws.
the_master_key_15_f000028|While, fascinated and horrified, he watched the approach of this feathered monster, a scream sounded just behind him and the next instant the stroke of a mighty wing sent him whirling over and over through the air.|While, fascinated and horrified, he watched the approach of this feathered monster, a scream sounded just behind him and the next instant the stroke of a mighty wing sent him whirling over and over through the air.
the_master_key_15_f000029|He soon came to a stop, however, and saw that another of the monsters had come upon him from the rear and was now, with its mate, circling closely around him, while both uttered continuously their hoarse, savage cries.|He soon came to a stop, however, and saw that another of the monsters had come upon him from the rear and was now, with its mate, circling closely around him, while both uttered continuously their hoarse, savage cries.
the_master_key_15_f000030|Rob wondered why the Garment of Repulsion had not protected him from the blow of the bird's wing; but, as a matter of fact, it had protected him.|Rob wondered why the Garment of Repulsion had not protected him from the blow of the bird's wing; but, as a matter of fact, it had protected him.
the_master_key_15_f000031|For it was not the wing itself but the force of the eddying currents of air that had sent him whirling away from the monster.|For it was not the wing itself but the force of the eddying currents of air that had sent him whirling away from the monster.
the_master_key_15_f000032|With the indicator at zero the magnetic currents and the opposing powers of attraction and repulsion were so evenly balanced that any violent atmospheric disturbance affected him in the same way that thistledown is affected by a summer breeze.|With the indicator at zero the magnetic currents and the opposing powers of attraction and repulsion were so evenly balanced that any violent atmospheric disturbance affected him in the same way that thistledown is affected by a summer breeze.
the_master_key_15_f000033|He had noticed something of this before, but whenever a strong wind was blowing he was accustomed to rise to a position above the air currents.|He had noticed something of this before, but whenever a strong wind was blowing he was accustomed to rise to a position above the air currents.
the_master_key_15_f000034|This was the first time he had slept with the indicator at zero.|This was the first time he had slept with the indicator at zero.
the_master_key_15_f000035|The huge birds at once renewed their attack, but Rob had now recovered his wits sufficiently to draw the electric tube from his pocket.|The huge birds at once renewed their attack, but Rob had now recovered his wits sufficiently to draw the electric tube from his pocket.
the_master_key_15_f000036|The first one to dart towards him received the powerful electric current direct from the tube, and fell stunned and fluttering to the surface of the sea, where it floated motionless.|The first one to dart towards him received the powerful electric current direct from the tube, and fell stunned and fluttering to the surface of the sea, where it floated motionless.
the_master_key_15_f000037|Its mate, perhaps warned by this sudden disaster, renewed its circling flight, moving so swiftly that Rob could scarcely follow it, and drawing nearer and nearer every moment to its intended victim.|Its mate, perhaps warned by this sudden disaster, renewed its circling flight, moving so swiftly that Rob could scarcely follow it, and drawing nearer and nearer every moment to its intended victim.
the_master_key_15_f000038|The boy could not turn in the air very quickly, and he feared an attack in the back, mistrusting the saving power of the Garment of Repulsion under such circumstances;|The boy could not turn in the air very quickly, and he feared an attack in the back, mistrusting the saving power of the Garment of Repulsion under such circumstances;
the_master_key_15_f000039|so in desperation he pressed his finger upon the button of the tube and whirled the instrument around his head in the opposite direction to that in which the monster was circling.|so in desperation he pressed his finger upon the button of the tube and whirled the instrument around his head in the opposite direction to that in which the monster was circling.
the_master_key_15_f000040|Presently the current and the bird met, and with one last scream the creature tumbled downwards to join its fellow upon the waves, where they lay like two floating islands.|Presently the current and the bird met, and with one last scream the creature tumbled downwards to join its fellow upon the waves, where they lay like two floating islands.
the_master_key_15_f000041|Their presence had left a rank, sickening stench in the surrounding atmosphere, so Rob made haste to resume his journey and was soon moving rapidly eastward.|Their presence had left a rank, sickening stench in the surrounding atmosphere, so Rob made haste to resume his journey and was soon moving rapidly eastward.
the_master_key_15_f000042|He could not control a shudder at the recollection of his recent combat, and realized the horror of a meeting with such creatures by one who had no protection from their sharp beaks and talons.|He could not control a shudder at the recollection of his recent combat, and realized the horror of a meeting with such creatures by one who had no protection from their sharp beaks and talons.
the_master_key_15_f000043|It's no wonder the Japs draw ugly pictures of those monsters, he thought.|It's no wonder the Japs draw ugly pictures of those monsters, he thought.
the_master_key_15_f000044|People who live in these parts must pass most of their lives in a tremble.|People who live in these parts must pass most of their lives in a tremble.
the_master_key_15_f000045|The sun was now shining brilliantly, and when the beautiful islands of Japan came in sight Rob found that he had recovered his wonted cheerfulness.|The sun was now shining brilliantly, and when the beautiful islands of Japan came in sight Rob found that he had recovered his wonted cheerfulness.
the_master_key_15_f000046|He moved along slowly, hovering with curious interest over the quaint and picturesque villages and watching the industrious Japanese patiently toiling at their tasks.|He moved along slowly, hovering with curious interest over the quaint and picturesque villages and watching the industrious Japanese patiently toiling at their tasks.
the_master_key_15_f000047|Just before he reached Tokio he came to a military fort, and for nearly an hour watched the skilful maneuvers of a regiment of soldiers at their morning drill.|Just before he reached Tokio he came to a military fort, and for nearly an hour watched the skilful maneuvers of a regiment of soldiers at their morning drill.
the_master_key_15_f000048|They were not very big people, compared with other nations, but they seemed alert and well trained, and the boy decided it would require a brave enemy to face them on a field of battle.|They were not very big people, compared with other nations, but they seemed alert and well trained, and the boy decided it would require a brave enemy to face them on a field of battle.
the_master_key_15_f000049|Having at length satisfied his curiosity as to Japanese life and customs Rob prepared for his long flight across the Pacific Ocean.|Having at length satisfied his curiosity as to Japanese life and customs Rob prepared for his long flight across the Pacific Ocean.
the_master_key_15_f000050|By consulting his map he discovered that should he maintain his course due east, as before, he would arrive at a point in America very near to San Francisco, which suited his plans excellently.|By consulting his map he discovered that should he maintain his course due east, as before, he would arrive at a point in America very near to San Francisco, which suited his plans excellently.
the_master_key_15_f000051|Having found that he moved more swiftly when farthest from the earth's surface, because the air was more rarefied and offered less resistance, Rob mounted upwards until the islands of Japan were mere specks visible through the clear, sunny atmosphere.|Having found that he moved more swiftly when farthest from the earth's surface, because the air was more rarefied and offered less resistance, Rob mounted upwards until the islands of Japan were mere specks visible through the clear, sunny atmosphere.
the_master_key_15_f000052|Then he began his eastward flight, the broad surface of the Pacific seeming like a blue cloud far beneath him.|Then he began his eastward flight, the broad surface of the Pacific seeming like a blue cloud far beneath him.
the_master_key_16_f000001|Chapter 16.|Chapter sixteen.
the_master_key_16_f000002|Shipwrecked Mariners.|Shipwrecked Mariners.
the_master_key_16_f000003|Ample proof of Rob's careless and restless nature having been frankly placed before the reader in these pages, you will doubtless be surprised when I relate that during the next few hours our young gentleman suffered from a severe attack of homesickness,|Ample proof of Rob's careless and restless nature having been frankly placed before the reader in these pages, you will doubtless be surprised when I relate that during the next few hours our young gentleman suffered from a severe attack of homesickness,
the_master_key_16_f000004|becoming as gloomy and unhappy in its duration as ever a homesick boy could be.|becoming as gloomy and unhappy in its duration as ever a homesick boy could be.
the_master_key_16_f000005|It may have been because he was just then cut off from all his fellow-creatures and even from the world itself; it may have been because he was satiated with marvels and with the almost absolute control over the powers which the Demon had conferred upon him;|It may have been because he was just then cut off from all his fellow-creatures and even from the world itself; it may have been because he was satiated with marvels and with the almost absolute control over the powers which the Demon had conferred upon him;
the_master_key_16_f000006|or it may have been because he was born and reared a hearty, healthy American boy, with a disposition to battle openly with the world and take his chances equally with his fellows, rather than be placed in such an exclusive position that no one could hope successfully to oppose him.|or it may have been because he was born and reared a hearty, healthy American boy, with a disposition to battle openly with the world and take his chances equally with his fellows, rather than be placed in such an exclusive position that no one could hope successfully to oppose him.
the_master_key_16_f000007|Perhaps he himself did not know what gave him this horrible attack of the blues, but the truth is he took out his handkerchief and cried like a baby from very loneliness and misery.|Perhaps he himself did not know what gave him this horrible attack of the blues, but the truth is he took out his handkerchief and cried like a baby from very loneliness and misery.
the_master_key_16_f000008|There was no one to see him, thank goodness!|There was no one to see him, thank goodness!
the_master_key_16_f000009|and the tears gave him considerable relief.|and the tears gave him considerable relief.
the_master_key_16_f000010|He dried his eyes, made an honest struggle to regain his cheerfulness, and then muttered to himself: If I stay up here, like an air-bubble in the sky, I shall certainly go crazy.|He dried his eyes, made an honest struggle to regain his cheerfulness, and then muttered to himself: If I stay up here, like an air-bubble in the sky, I shall certainly go crazy.
the_master_key_16_f000011|I suppose there's nothing but water to look at down below, but if I could only sight a ship, or even see a fish jump, it would do me no end of good.|I suppose there's nothing but water to look at down below, but if I could only sight a ship, or even see a fish jump, it would do me no end of good.
the_master_key_16_f000012|Thereupon he descended until, as the ocean's surface same nearer and nearer, he discovered a tiny island lying almost directly underneath him.|Thereupon he descended until, as the ocean's surface same nearer and nearer, he discovered a tiny island lying almost directly underneath him.
the_master_key_16_f000013|It was hardly big enough to make a dot on the biggest map, but a clump of trees grew in the central portion, while around the edges were jagged rocks protecting a sandy beach and a stretch of flower-strewn upland leading to the trees.|It was hardly big enough to make a dot on the biggest map, but a clump of trees grew in the central portion, while around the edges were jagged rocks protecting a sandy beach and a stretch of flower-strewn upland leading to the trees.
the_master_key_16_f000014|It looked beautiful from Rob's elevated position, and his spirits brightened at once.|It looked beautiful from Rob's elevated position, and his spirits brightened at once.
the_master_key_16_f000015|I'll drop down and pick a bouquet, he exclaimed, and a few moments later his feet touched the firm earth of the island.|I'll drop down and pick a bouquet, he exclaimed, and a few moments later his feet touched the firm earth of the island.
the_master_key_16_f000016|But before he could gather a dozen of the brilliant flowers a glad shout reached his ears, and, looking up, he saw two men running towards him from the trees.|But before he could gather a dozen of the brilliant flowers a glad shout reached his ears, and, looking up, he saw two men running towards him from the trees.
the_master_key_16_f000017|They were dressed in sailor fashion, but their clothing was reduced to rags and scarcely clung to their brown, skinny bodies.|They were dressed in sailor fashion, but their clothing was reduced to rags and scarcely clung to their brown, skinny bodies.
the_master_key_16_f000018|As they advanced they waved their arms wildly in the air and cried in joyful tones: A boat! a boat!|As they advanced they waved their arms wildly in the air and cried in joyful tones: A boat! a boat!
the_master_key_16_f000019|Rob stared at them wonderingly, and had much ado to prevent the poor fellows from hugging him outright, so great was their joy at his appearance.|Rob stared at them wonderingly, and had much ado to prevent the poor fellows from hugging him outright, so great was their joy at his appearance.
the_master_key_16_f000020|One of them rolled upon the ground, laughing and crying by turns, while the other danced and cut capers until he became so exhausted that he sank down breathless beside his comrade.|One of them rolled upon the ground, laughing and crying by turns, while the other danced and cut capers until he became so exhausted that he sank down breathless beside his comrade.
the_master_key_16_f000021|How came you here?|How came you here?
the_master_key_16_f000022|then inquired the boy, in pitying tones.|then inquired the boy, in pitying tones.
the_master_key_16_f000023|We're shipwrecked American sailors from the bark 'Cynthia Jane,' which went down near here over a month ago, answered the smallest and thinnest of the two.|We're shipwrecked American sailors from the bark 'Cynthia Jane,' which went down near here over a month ago, answered the smallest and thinnest of the two.
the_master_key_16_f000024|We escaped by clinging to a bit of wreckage and floated to this island, where we have nearly starved to death.|We escaped by clinging to a bit of wreckage and floated to this island, where we have nearly starved to death.
the_master_key_16_f000025|Indeed, we now have eaten everything on the island that was eatable, and had your boat arrived a few days later you'd have found us lying dead upon the beach!|Indeed, we now have eaten everything on the island that was eatable, and had your boat arrived a few days later you'd have found us lying dead upon the beach!
the_master_key_16_f000026|Rob listened to this sad tale with real sympathy.|Rob listened to this sad tale with real sympathy.
the_master_key_16_f000027|But I didn't come here in a boat, said he.|But I didn't come here in a boat, said he.
the_master_key_16_f000028|The men sprang to their feet with white, scared faces.|The men sprang to their feet with white, scared faces.
the_master_key_16_f000029|No boat! they cried; are you, too, shipwrecked?|No boat! they cried; are you, too, shipwrecked?
the_master_key_16_f000030|No; he answered.|No; he answered.
the_master_key_16_f000031|I flew here through the air.|I flew here through the air.
the_master_key_16_f000032|And then he explained to them the wonderful electric traveling machine.|And then he explained to them the wonderful electric traveling machine.
the_master_key_16_f000033|But the sailors had no interest whatever in the relation.|But the sailors had no interest whatever in the relation.
the_master_key_16_f000034|Their disappointment was something awful to witness, and one of them laid his head upon his comrade's shoulder and wept with unrestrained grief, so weak and discouraged had they become through suffering.|Their disappointment was something awful to witness, and one of them laid his head upon his comrade's shoulder and wept with unrestrained grief, so weak and discouraged had they become through suffering.
the_master_key_16_f000035|Suddenly Rob remembered that he could assist them, and took the box of concentrated food tablets from his pocket.|Suddenly Rob remembered that he could assist them, and took the box of concentrated food tablets from his pocket.
the_master_key_16_f000036|Eat these, he said, offering one of each to the sailors.|Eat these, he said, offering one of each to the sailors.
the_master_key_16_f000037|At first they could not understand that these small tablets would be able to allay the pangs of hunger; but when Rob explained their virtues the men ate them greedily.|At first they could not understand that these small tablets would be able to allay the pangs of hunger; but when Rob explained their virtues the men ate them greedily.
the_master_key_16_f000038|Within a few moments they were so greatly restored to strength and courage that their eyes brightened, their sunken cheeks flushed, and they were able to converse with their benefactor with calmness and intelligence.|Within a few moments they were so greatly restored to strength and courage that their eyes brightened, their sunken cheeks flushed, and they were able to converse with their benefactor with calmness and intelligence.
the_master_key_16_f000039|Then the boy sat beside them upon the grass and told them the story of his acquaintance with the Demon and of all his adventures since he had come into possession of the wonderful electric contrivances.|Then the boy sat beside them upon the grass and told them the story of his acquaintance with the Demon and of all his adventures since he had come into possession of the wonderful electric contrivances.
the_master_key_16_f000040|In his present mood he felt it would be a relief to confide in some one, and so these poor, lonely men were the first to hear his story.|In his present mood he felt it would be a relief to confide in some one, and so these poor, lonely men were the first to hear his story.
the_master_key_16_f000041|When he related the manner in which he had clung to the Turk while both ascended into the air, the elder of the two sailors listened with rapt attention, and then, after some thought, asked: Why couldn't you carry one or both of us to America?|When he related the manner in which he had clung to the Turk while both ascended into the air, the elder of the two sailors listened with rapt attention, and then, after some thought, asked: Why couldn't you carry one or both of us to America?
the_master_key_16_f000042|Rob took time seriously to consider this idea, while the sailors eyed him with eager interest.|Rob took time seriously to consider this idea, while the sailors eyed him with eager interest.
the_master_key_16_f000043|Finally he said: I'm afraid I couldn't support your weight long enough to reach any other land.|Finally he said: I'm afraid I couldn't support your weight long enough to reach any other land.
the_master_key_16_f000044|It's a long journey, and you'd pull my arms out of joint before we'd been up an hour.|It's a long journey, and you'd pull my arms out of joint before we'd been up an hour.
the_master_key_16_f000045|Their faces fell at this, but one of them said: Why couldn't we swing ourselves over your shoulders with a rope?|Their faces fell at this, but one of them said: Why couldn't we swing ourselves over your shoulders with a rope?
the_master_key_16_f000046|Our two bodies would balance each other and we are so thin and emaciated that we do not weigh very much.|Our two bodies would balance each other and we are so thin and emaciated that we do not weigh very much.
the_master_key_16_f000047|While considering this suggestion Rob remembered how at one time five pirates had clung to his left leg and been carried some distance through the air.|While considering this suggestion Rob remembered how at one time five pirates had clung to his left leg and been carried some distance through the air.
the_master_key_16_f000048|Have you a rope? he asked.|Have you a rope? he asked.
the_master_key_16_f000049|No, was the answer; but there are plenty of long, tough vines growing on the island that are just as strong and pliable as ropes.|No, was the answer; but there are plenty of long, tough vines growing on the island that are just as strong and pliable as ropes.
the_master_key_16_f000050|Then, if you are willing to run the chances, decided the boy, I will make the attempt to save you.|Then, if you are willing to run the chances, decided the boy, I will make the attempt to save you.
the_master_key_16_f000051|But I must warn you that in case I find I can not support the weight of your bodies I shall drop one or both of you into the sea.|But I must warn you that in case I find I can not support the weight of your bodies I shall drop one or both of you into the sea.
the_master_key_16_f000052|They looked grave at this prospect, but the biggest one said: We would soon meet death from starvation if you left us here on the island; so, as there is at least a chance of our being able to escape in your company I, for one, am willing to risk being drowned.|They looked grave at this prospect, but the biggest one said: We would soon meet death from starvation if you left us here on the island; so, as there is at least a chance of our being able to escape in your company I, for one, am willing to risk being drowned.
the_master_key_16_f000053|It is easier and quicker than being starved.|It is easier and quicker than being starved.
the_master_key_16_f000054|And, as I'm the heavier, I suppose you'll drop me first.|And, as I'm the heavier, I suppose you'll drop me first.
the_master_key_16_f000055|Certainly, declared Rob, promptly.|Certainly, declared Rob, promptly.
the_master_key_16_f000056|This announcement seemed to be an encouragement to the little sailor, but he said, nervously: I hope you'll keep near the water, for I haven't a good head for heights-they always make me dizzy.|This announcement seemed to be an encouragement to the little sailor, but he said, nervously: I hope you'll keep near the water, for I haven't a good head for heights-they always make me dizzy.
the_master_key_16_f000057|Oh, if you don't want to go, began Rob, I can easily- But I do!|Oh, if you don't want to go, began Rob, I can easily- But I do!
the_master_key_16_f000058|I do!|I do!
the_master_key_16_f000059|I do! cried the little man, interrupting him.|I do! cried the little man, interrupting him.
the_master_key_16_f000060|I shall die if you leave me behind!|I shall die if you leave me behind!
the_master_key_16_f000061|Well, then, get your ropes, and we'll do the best we can, said the boy.|Well, then, get your ropes, and we'll do the best we can, said the boy.
the_master_key_16_f000062|They ran to the trees, around the trunks of which were clinging many tendrils of greenish-brown vine which possessed remarkable strength.|They ran to the trees, around the trunks of which were clinging many tendrils of greenish-brown vine which possessed remarkable strength.
the_master_key_16_f000063|With their knives they cut a long section of this vine, the ends of which were then tied into loops large enough to permit the sailors to sit in them comfortably.|With their knives they cut a long section of this vine, the ends of which were then tied into loops large enough to permit the sailors to sit in them comfortably.
the_master_key_16_f000064|The connecting piece Rob padded with seaweed gathered from the shore, to prevent its cutting into his shoulders.|The connecting piece Rob padded with seaweed gathered from the shore, to prevent its cutting into his shoulders.
the_master_key_16_f000065|Now, then, he said, when all was ready, take your places.|Now, then, he said, when all was ready, take your places.
the_master_key_16_f000066|The sailors squatted in the loops, and Rob swung the vine over his shoulders and turned the indicator of the traveling machine to up.|The sailors squatted in the loops, and Rob swung the vine over his shoulders and turned the indicator of the traveling machine to up.
the_master_key_16_f000067|As they slowly mounted into the sky the little sailor gave a squeal of terror and clung to the boy's arm; but the other, although seemingly anxious, sat quietly in his place and made no trouble.|As they slowly mounted into the sky the little sailor gave a squeal of terror and clung to the boy's arm; but the other, although seemingly anxious, sat quietly in his place and made no trouble.
the_master_key_16_f000068|D-d-don't g-g-go so high! stammered the little one, tremblingly; suppose we should f-f-fall!|D-d-don't g-g-go so high! stammered the little one, tremblingly; suppose we should f-f-fall!
the_master_key_16_f000069|Well, s'pose we should? answered Rob, gruffly.|Well, s'pose we should? answered Rob, gruffly.
the_master_key_16_f000070|You couldn't drown until you struck the water, so the higher we are the longer you'll live in case of accident.|You couldn't drown until you struck the water, so the higher we are the longer you'll live in case of accident.
the_master_key_16_f000071|This phase of the question seemed to comfort the frightened fellow somewhat; but, as he said, he had not a good head for heights, and so continued to tremble in spite of his resolve to be brave.|This phase of the question seemed to comfort the frightened fellow somewhat; but, as he said, he had not a good head for heights, and so continued to tremble in spite of his resolve to be brave.
the_master_key_16_f000072|The weight on Rob's shoulders was not so great as he had feared, the traveling machine seeming to give a certain lightness and buoyancy to everything that came into contact with its wearer.|The weight on Rob's shoulders was not so great as he had feared, the traveling machine seeming to give a certain lightness and buoyancy to everything that came into contact with its wearer.
the_master_key_16_f000073|As soon as he had reached a sufficient elevation to admit of good speed he turned the indicator once more to the east and began moving rapidly through the air, the shipwrecked sailors dangling at either side.|As soon as he had reached a sufficient elevation to admit of good speed he turned the indicator once more to the east and began moving rapidly through the air, the shipwrecked sailors dangling at either side.
the_master_key_16_f000074|This is aw-aw-awful! gasped the little one.|This is aw-aw-awful! gasped the little one.
the_master_key_16_f000075|Say, you shut up! commanded the boy, angrily.|Say, you shut up! commanded the boy, angrily.
the_master_key_16_f000076|If your friend was as big a coward as you are I'd drop you both this minute.|If your friend was as big a coward as you are I'd drop you both this minute.
the_master_key_16_f000077|Let go my arm and keep quiet, if you want to reach land alive.|Let go my arm and keep quiet, if you want to reach land alive.
the_master_key_16_f000078|The fellow whimpered a little, but managed to remain silent for several minutes.|The fellow whimpered a little, but managed to remain silent for several minutes.
the_master_key_16_f000079|Then he gave a sudden twitch and grabbed Rob's arm again.|Then he gave a sudden twitch and grabbed Rob's arm again.
the_master_key_16_f000080|S'pose-s'pose the vine should break!|S'pose-s'pose the vine should break!
the_master_key_16_f000081|he moaned, a horrified look upon his face.|he moaned, a horrified look upon his face.
the_master_key_16_f000082|I've had about enough of this, said Rob, savagely.|I've had about enough of this, said Rob, savagely.
the_master_key_16_f000083|If you haven't any sense you don't deserve to live.|If you haven't any sense you don't deserve to live.
the_master_key_16_f000084|He turned the indicator on the dial of the machine and they began to descend rapidly.|He turned the indicator on the dial of the machine and they began to descend rapidly.
the_master_key_16_f000085|The little fellow screamed with fear, but Rob paid no attention to him until the feet of the two suspended sailors were actually dipping into the waves, when he brought their progress to an abrupt halt.|The little fellow screamed with fear, but Rob paid no attention to him until the feet of the two suspended sailors were actually dipping into the waves, when he brought their progress to an abrupt halt.
the_master_key_16_f000086|Wh-wh-what are you g-g-going to do?|Wh-wh-what are you g-g-going to do?
the_master_key_16_f000087|gurgled the cowardly sailor.|gurgled the cowardly sailor.
the_master_key_16_f000088|I'm going to feed you to the sharks-unless you promise to keep your mouth shut, retorted the boy.|I'm going to feed you to the sharks-unless you promise to keep your mouth shut, retorted the boy.
the_master_key_16_f000089|Now, then; decide at once!|Now, then; decide at once!
the_master_key_16_f000090|Which will it be-sharks or silence?|Which will it be-sharks or silence?
the_master_key_16_f000091|I won't say a word-pon my honor, I won't!|I won't say a word-pon my honor, I won't!
the_master_key_16_f000092|said the sailor shudderingly.|said the sailor shudderingly.
the_master_key_16_f000093|All right; remember your promise and we'll have no further trouble, remarked Rob, who had hard work to keep from laughing at the man's abject terror.|All right; remember your promise and we'll have no further trouble, remarked Rob, who had hard work to keep from laughing at the man's abject terror.
the_master_key_16_f000094|Once more he ascended and continued the journey, and for several hours they rode along swiftly and silently.|Once more he ascended and continued the journey, and for several hours they rode along swiftly and silently.
the_master_key_16_f000095|Rob's shoulders were beginning to ache with the continued tugging of the vine upon them, but the thought that he was saving the lives of two unfortunate fellow-creatures gave him strength and courage to persevere.|Rob's shoulders were beginning to ache with the continued tugging of the vine upon them, but the thought that he was saving the lives of two unfortunate fellow-creatures gave him strength and courage to persevere.
the_master_key_16_f000096|Night was falling when they first sighted land; a wild and seemingly uninhabited stretch of the American coast.|Night was falling when they first sighted land; a wild and seemingly uninhabited stretch of the American coast.
the_master_key_16_f000097|Rob made no effort to select a landing place, for he was nearly worn out with a strain and anxiety of the journey.|Rob made no effort to select a landing place, for he was nearly worn out with a strain and anxiety of the journey.
the_master_key_16_f000098|He dropped his burden upon the brow of a high bluff overlooking the sea and, casting the vine from his shoulders, fell to the earth exhausted and half fainting.|He dropped his burden upon the brow of a high bluff overlooking the sea and, casting the vine from his shoulders, fell to the earth exhausted and half fainting.
the_master_key_17_f000001|Chapter 17.|Chapter seventeen.
the_master_key_17_f000002|The Coast of Oregon.|The Coast of Oregon.
the_master_key_17_f000003|When he had somewhat recovered, Rob sat up and looked around him.|When he had somewhat recovered, Rob sat up and looked around him.
the_master_key_17_f000004|The elder sailor was kneeling in earnest prayer, offering grateful thanks for his escape from suffering and death.|The elder sailor was kneeling in earnest prayer, offering grateful thanks for his escape from suffering and death.
the_master_key_17_f000005|The younger one lay upon the ground sobbing and still violently agitated by recollections of the frightful experiences he had undergone.|The younger one lay upon the ground sobbing and still violently agitated by recollections of the frightful experiences he had undergone.
the_master_key_17_f000006|Although he did not show his feelings as plainly as the men, the boy was none the less gratified at having been instrumental in saving the lives of two fellow-beings.|Although he did not show his feelings as plainly as the men, the boy was none the less gratified at having been instrumental in saving the lives of two fellow-beings.
the_master_key_17_f000007|The darkness was by this time rapidly enveloping them, so Rob asked his companions to gather some brushwood and light a fire, which they quickly did.|The darkness was by this time rapidly enveloping them, so Rob asked his companions to gather some brushwood and light a fire, which they quickly did.
the_master_key_17_f000008|The evening was cool for the time of year, and the heat from the fire was cheering and grateful; so they all lay near the glowing embers and fell fast asleep.|The evening was cool for the time of year, and the heat from the fire was cheering and grateful; so they all lay near the glowing embers and fell fast asleep.
the_master_key_17_f000009|The sound of voices aroused Rob next morning, and on opening his eyes and gazing around he saw several rudely dressed men approaching.|The sound of voices aroused Rob next morning, and on opening his eyes and gazing around he saw several rudely dressed men approaching.
the_master_key_17_f000010|The two shipwrecked sailors were still sound asleep.|The two shipwrecked sailors were still sound asleep.
the_master_key_17_f000011|Rob stood up and waited for the strangers to draw near.|Rob stood up and waited for the strangers to draw near.
the_master_key_17_f000012|They seemed to be fishermen, and were much surprised at finding three people asleep upon the bluff.|They seemed to be fishermen, and were much surprised at finding three people asleep upon the bluff.
the_master_key_17_f000013|Whar n thunder d ye come from? asked the foremost fisherman, in a surprised voice.|Whar n thunder d ye come from? asked the foremost fisherman, in a surprised voice.
the_master_key_17_f000014|From the sea, replied the boy.|From the sea, replied the boy.
the_master_key_17_f000015|My friends here are shipwrecked sailors from the 'Cynthia Jane.'|My friends here are shipwrecked sailors from the 'Cynthia Jane.'
the_master_key_17_f000016|But how'd ye make out to climb the bluff? inquired a second fisherman; no one ever did it afore, as we knows on.|But how'd ye make out to climb the bluff? inquired a second fisherman; no one ever did it afore, as we knows on.
the_master_key_17_f000017|Oh, that is a long story, replied the boy, evasively.|Oh, that is a long story, replied the boy, evasively.
the_master_key_17_f000018|The two sailors had awakened and now saluted the new-comers.|The two sailors had awakened and now saluted the new-comers.
the_master_key_17_f000019|Soon they were exchanging a running fire of questions and answers.|Soon they were exchanging a running fire of questions and answers.
the_master_key_17_f000020|Where are we?|Where are we?
the_master_key_17_f000021|Rob heard the little sailor ask.|Rob heard the little sailor ask.
the_master_key_17_f000022|Coast of Oregon, was the reply.|Coast of Oregon, was the reply.
the_master_key_17_f000023|We're about seven miles from Port Orford by land an' about ten miles by sea.|We're about seven miles from Port Orford by land an' about ten miles by sea.
the_master_key_17_f000024|Do you live at Port Orford? inquired the sailor.|Do you live at Port Orford? inquired the sailor.
the_master_key_17_f000025|That's what we do, friend; an' if your party wants to join us we'll do our best to make you comf'table, bein' as you're shipwrecked an' need help.|That's what we do, friend; an' if your party wants to join us we'll do our best to make you comf'table, bein' as you're shipwrecked an' need help.
the_master_key_17_f000026|Just then a loud laugh came from another group, where the elder sailor had been trying to explain Rob's method of flying through the air.|Just then a loud laugh came from another group, where the elder sailor had been trying to explain Rob's method of flying through the air.
the_master_key_17_f000027|Laugh all you want to, said the sailor, sullenly; it's true-ev'ry word of it!|Laugh all you want to, said the sailor, sullenly; it's true-ev'ry word of it!
the_master_key_17_f000028|Mebbe you think it, friend, answered a big, good-natured fisherman; but it's well known that shipwrecked folks go crazy sometimes, an' imagine strange things.|Mebbe you think it, friend, answered a big, good-natured fisherman; but it's well known that shipwrecked folks go crazy sometimes, an' imagine strange things.
the_master_key_17_f000029|Your mind seems clear enough in other ways, so I advise you to try and forget your dreams about flyin'.|Your mind seems clear enough in other ways, so I advise you to try and forget your dreams about flyin'.
the_master_key_17_f000030|Rob now stepped forward and shook hands with the sailors.|Rob now stepped forward and shook hands with the sailors.
the_master_key_17_f000031|I see you have found friends, he said to them, so I will leave you and continue my journey, as I'm in something of a hurry.|I see you have found friends, he said to them, so I will leave you and continue my journey, as I'm in something of a hurry.
the_master_key_17_f000032|Both sailors began to thank him profusely for their rescue, but he cut them short.|Both sailors began to thank him profusely for their rescue, but he cut them short.
the_master_key_17_f000033|That's all right.|That's all right.
the_master_key_17_f000034|Of course I couldn't leave you on that island to starve to death, and I'm glad I was able to bring you away with me.|Of course I couldn't leave you on that island to starve to death, and I'm glad I was able to bring you away with me.
the_master_key_17_f000035|But you threatened to drop me into the sea, remarked the little sailor, in a grieved voice.|But you threatened to drop me into the sea, remarked the little sailor, in a grieved voice.
the_master_key_17_f000036|So I did, said Rob, laughing; but I wouldn't have done it for the world-not even to have saved my own life.|So I did, said Rob, laughing; but I wouldn't have done it for the world-not even to have saved my own life.
the_master_key_17_f000037|Good-by! He turned the indicator and mounted skyward, to the unbounded amazement of the fishermen, who stared after him with round eyes and wide open mouths.|Good-by! He turned the indicator and mounted skyward, to the unbounded amazement of the fishermen, who stared after him with round eyes and wide open mouths.
the_master_key_17_f000038|This sight will prove to them that the sailors are not crazy, he thought, as he turned to the south and sped away from the bluff.|This sight will prove to them that the sailors are not crazy, he thought, as he turned to the south and sped away from the bluff.
