silent_bullet_01_f000001|CRAIG KENNEDY’S THEORIES.|CRAIG KENNEDYS THEORIES.
silent_bullet_12_f000027|where another agent receives them and attends to their safe transit across the Gulf.|where another agent receives them and attends to their safe transit across the Gulf.
silent_bullet_12_f000028|She nodded and after a moment resumed There is quite a little colony of Vespuccians here in New York, both revolutionists and government supporters.|She nodded and after a moment resumed There is quite a little colony of Vespuccians here in New York, both revolutionists and government supporters.
silent_bullet_12_f000029|I suppose that neither of you has any idea of the intriguing that is going on under the peaceful surface right here in your own city.|I suppose that neither of you has any idea of the intriguing that is going on under the peaceful surface right here in your own city.
silent_bullet_12_f000030|But there is much of it, more than even I know or can tell you. Well, my father lately has been acting very queerly. There is a group who meet frequently at the home of a Senora Mendez - an insurrecto group, of course.|But there is much of it, more than even I know or can tell you. Well, my father lately has been acting very queerly. There is a group who meet frequently at the home of a Senora Mendez - an insurrecto group, of course.
silent_bullet_12_f000031|I do not go, for they are all much older people than I. I know the senora well, but I prefer a different kind of person. My friends are younger and perhaps more radical,|I do not go, for they are all much older people than I. I know the senora well, but I prefer a different kind of person. My friends are younger and perhaps more radical,
silent_bullet_12_f000032|more in earnest about the future of Vespuccia.|more in earnest about the future of Vespuccia.
silent_bullet_12_f000033|For some weeks it has seemed to me that this Senora Mendez has had too much influence over my father. He does not seem like the same man he used to be.|For some weeks it has seemed to me that this Senora Mendez has had too much influence over my father. He does not seem like the same man he used to be.
silent_bullet_12_f000034|Indeed, some of the junta who do not frequent the house of the senora have remarked it. He seems moody, works by starts, then will neglect his work entirely.|Indeed, some of the junta who do not frequent the house of the senora have remarked it. He seems moody, works by starts, then will neglect his work entirely.
silent_bullet_12_f000035|Often I see him with his eyes closed, apparently sitting quietly, oblivious to the progress of the cause - the only cause now which can restore us our estate.|Often I see him with his eyes closed, apparently sitting quietly, oblivious to the progress of the cause - the only cause now which can restore us our estate.
silent_bullet_12_f000036|The other day we lost an entire shipment of arms - the Secret Service captured them on the way from the warehouse on South Street to the steamer which was to take them to New Orleans.|The other day we lost an entire shipment of arms - the Secret Service captured them on the way from the warehouse on South Street to the steamer which was to take them to New Orleans.
silent_bullet_12_f000037|Only once before had it happened, when my father did not understand all the things to conceal.|Only once before had it happened, when my father did not understand all the things to conceal.
silent_bullet_12_f000038|Then he was frantic for a week. But this time he seems not to care. Ah, senores, she said, dropping her voice, I fear there was some treachery there.|Then he was frantic for a week. But this time he seems not to care. Ah, senores, she said, dropping her voice, I fear there was some treachery there.
silent_bullet_12_f000039|Treachery? I asked. And have you any suspicions who might have played informer?|Treachery? I asked. And have you any suspicions who might have played informer?
silent_bullet_12_f000040|She hesitated. I may as well tell you just what I suspect. I fear that the hold of Senora Mendez is somehow or other concerned with it all.|She hesitated. I may as well tell you just what I suspect. I fear that the hold of Senora Mendez is somehow or other concerned with it all.
silent_bullet_12_f000041|I even have suspected that somehow she may be working in the pay of the government that she is a vampire, living on the secrets of the group who so trust her.|I even have suspected that somehow she may be working in the pay of the government that she is a vampire, living on the secrets of the group who so trust her.
silent_bullet_12_f000042|I suspect anything, everybody - that she is poisoning his mind, perhaps even whispering into his ear some siren proposal of amnesty and his estate again,|I suspect anything, everybody - that she is poisoning his mind, perhaps even whispering into his ear some siren proposal of amnesty and his estate again,
silent_bullet_12_f000043|if he will but do what she asks.|if he will but do what she asks.
silent_bullet_12_f000044|My poor father - I must save him from himself if it is necessary. Argument has no effect with him. He merely answers that the senora is a talented and accomplished woman,|My poor father - I must save him from himself if it is necessary. Argument has no effect with him. He merely answers that the senora is a talented and accomplished woman,
silent_bullet_12_f000045|and laughs a vacant laugh when I hint to him to beware. I hate her.|and laughs a vacant laugh when I hint to him to beware. I hate her.
silent_bullet_12_f000046|The fiery animosity of her dark eyes boded ill, I felt, for the senora.|The fiery animosity of her dark eyes boded ill, I felt, for the senora.
silent_bullet_12_f000047|But it flashed over me that perhaps, after all, the senora was not a traitress, but had simply been scheming to win the heart and hence the hacienda of the great land-owner,|But it flashed over me that perhaps, after all, the senora was not a traitress, but had simply been scheming to win the heart and hence the hacienda of the great land-owner,
silent_bullet_12_f000048|when he came into possession of his estate if the revolution proved successful.|when he came into possession of his estate if the revolution proved successful.
silent_bullet_12_f000049|And finally, she concluded, keeping back the tears by an heroic effort, last night he left our apartment, promising to return early in the evening.|And finally, she concluded, keeping back the tears by an heroic effort, last night he left our apartment, promising to return early in the evening.
silent_bullet_12_f000050|It is now twenty-four hours, and I have heard not a word from him. It is the first time in my life that we have ever been separated so long.|It is now twenty-four hours, and I have heard not a word from him. It is the first time in my life that we have ever been separated so long.
silent_bullet_12_f000051|And you have no idea where he could have gone? asked Craig.|And you have no idea where he could have gone? asked Craig.
silent_bullet_12_f000052|Only what I have learned from Senor Torreon, another member of the junta. Senor Torreon said this morning that he left the home of Senora Mendez last night about ten o’clock in company with my father.|Only what I have learned from Senor Torreon, another member of the junta. Senor Torreon said this morning that he left the home of Senora Mendez last night about ten oclock in company with my father.
silent_bullet_12_f000053|He says they parted at the subway, as they lived on different branches of the road. Professor Kennedy, she added, springing up and clasping her hands tightly in an appeal that was irresistible,|He says they parted at the subway, as they lived on different branches of the road. Professor Kennedy, she added, springing up and clasping her hands tightly in an appeal that was irresistible,
silent_bullet_12_f000054|you know what steps to take to find him.|you know what steps to take to find him.
silent_bullet_12_f000055|I trust all to you - even the calling on the police, though I think it would be best if we could get along without them. Find my father, senores,|I trust all to you - even the calling on the police, though I think it would be best if we could get along without them. Find my father, senores,
silent_bullet_12_f000056|and when we come into our own again you shall not regret that you befriended a lonely girl in a strange city, surrounded by intrigue and danger.|and when we come into our own again you shall not regret that you befriended a lonely girl in a strange city, surrounded by intrigue and danger.
silent_bullet_12_f000057|There were tears in her eyes as she stood swaying before us.|There were tears in her eyes as she stood swaying before us.
silent_bullet_12_f000058|The tenseness of the appeal was broken by the sharp ringing of the telephone bell. Kennedy quickly took down the receiver.|The tenseness of the appeal was broken by the sharp ringing of the telephone bell. Kennedy quickly took down the receiver.
silent_bullet_12_f000059|Your maid wishes to speak to you, he said, handing the telephone to her.|Your maid wishes to speak to you, he said, handing the telephone to her.
silent_bullet_12_f000060|Her face brightened with that nervous hope that springs in the human breast even in the blackest moments. I told her if any message came for me she might find me here, explained Miss Guerrero.|Her face brightened with that nervous hope that springs in the human breast even in the blackest moments. I told her if any message came for me she might find me here, explained Miss Guerrero.
silent_bullet_12_f000061|Yes, Juanita, what is it - a message for me?|Yes, Juanita, what is it - a message for me?
silent_bullet_12_f000062|My Spanish was not quite good enough to catch more than a word here and there in the low conversation, but I could guess from the haggard look which overspread her delicate face that the news was not encouraging.|My Spanish was not quite good enough to catch more than a word here and there in the low conversation, but I could guess from the haggard look which overspread her delicate face that the news was not encouraging.
silent_bullet_12_f000063|Oh! she cried, this is terrible - terrible! What shall I do? Why did I come here? I don’t believe it. I don’t believe it.|Oh! she cried, this is terrible - terrible! What shall I do? Why did I come here? I dont believe it. I dont believe it.
silent_bullet_12_f000064|Don’t believe what, Miss Guerrero? asked Kennedy reassuringly. Trust me.|Dont believe what, Miss Guerrero? asked Kennedy reassuringly. Trust me.
silent_bullet_12_f000065|That he stole the money - oh, what am I saying? You must not look for him - you must forget that I have been here. No, I don’t believe it.|That he stole the money - oh, what am I saying? You must not look for him - you must forget that I have been here. No, I dont believe it.
silent_bullet_12_f000066|What money? asked Kennedy, disregarding her appeal to drop the case.|What money? asked Kennedy, disregarding her appeal to drop the case.
silent_bullet_12_f000067|Remember, it may be better that we should know it now than the police later. We will respect your confidence.|Remember, it may be better that we should know it now than the police later. We will respect your confidence.
silent_bullet_12_f000068|The junta had been notified a few days ago, they say, that a large sum - five hundred thousand silver dollars - had been captured from the government and was on its way to New York to be melted up as bullion at the sub-treasury,|The junta had been notified a few days ago, they say, that a large sum - five hundred thousand silver dollars - had been captured from the government and was on its way to New York to be melted up as bullion at the sub-treasury,
silent_bullet_12_f000069|she answered, repeating what she had heard over the telephone as if in a dream. mister Jameson referred to the rumour when he came in.|she answered, repeating what she had heard over the telephone as if in a dream. mister Jameson referred to the rumour when he came in.
silent_bullet_12_f000070|I was interested, for I did not know the public had heard of it yet. The junta has just announced that the money is missing.|I was interested, for I did not know the public had heard of it yet. The junta has just announced that the money is missing.
silent_bullet_12_f000071|As soon as the ship docked in Brooklyn this morning an agent appeared with the proper credentials from my father and a guard, and they took the money away.|As soon as the ship docked in Brooklyn this morning an agent appeared with the proper credentials from my father and a guard, and they took the money away.
silent_bullet_12_f000072|It has not been heard of since - and they have no word from my father.|It has not been heard of since - and they have no word from my father.
silent_bullet_12_f000073|Her face was blanched as she realised what the situation was. Here she was, setting people to run down her own father, if the suspicions of the other members of the junta were to be credited.|Her face was blanched as she realised what the situation was. Here she was, setting people to run down her own father, if the suspicions of the other members of the junta were to be credited.
silent_bullet_12_f000074|You - you do not think my father - stole the money? she faltered pitifully. Say you do not think so.|You - you do not think my father - stole the money? she faltered pitifully. Say you do not think so.
silent_bullet_12_f000075|I think nothing yet, replied Kennedy in an even voice. The first thing to do is to find him - before the detectives of the junta do so.|I think nothing yet, replied Kennedy in an even voice. The first thing to do is to find him - before the detectives of the junta do so.
silent_bullet_12_f000076|I felt a tinge - I must confess it - of jealousy as Kennedy stood beside her, clasping her hand in both of his and gazing earnestly down into the rich flush that now spread over her olive cheeks.|I felt a tinge - I must confess it - of jealousy as Kennedy stood beside her, clasping her hand in both of his and gazing earnestly down into the rich flush that now spread over her olive cheeks.
silent_bullet_12_f000077|Miss Guerrero, he said, you may trust me implicitly. If your father is alive I will do all that a man can do to find him.|Miss Guerrero, he said, you may trust me implicitly. If your father is alive I will do all that a man can do to find him.
silent_bullet_12_f000078|Let me act - for the best. And, he added, wheeling quickly toward me, I know mister Jameson will do likewise.|Let me act - for the best. And, he added, wheeling quickly toward me, I know mister Jameson will do likewise.
silent_bullet_12_f000079|I was pulled two ways at once. I believed in Miss Guerrero, and yet the flight of her father and the removal of the bullion swallowed up, as it were,|I was pulled two ways at once. I believed in Miss Guerrero, and yet the flight of her father and the removal of the bullion swallowed up, as it were,
silent_bullet_12_f000080|instantly, without so much as a trace in New York - looked very black for him.|instantly, without so much as a trace in New York - looked very black for him.
silent_bullet_12_f000081|And yet, as she placed her small hand tremblingly in mine to say good-bye, she won another knight to go forth and fight her battle for her, nor do I think that I am more than ordinarily susceptible, either.|And yet, as she placed her small hand tremblingly in mine to say good-bye, she won another knight to go forth and fight her battle for her, nor do I think that I am more than ordinarily susceptible, either.
silent_bullet_12_f000082|When she had gone, I looked hopelessly at Kennedy. How could we find a missing man in a city of four million people, find him without the aid of the police - perhaps before the police could themselves find him?|When she had gone, I looked hopelessly at Kennedy. How could we find a missing man in a city of four million people, find him without the aid of the police - perhaps before the police could themselves find him?
silent_bullet_12_f000083|Kennedy seemed to appreciate my perplexity as though he read my thoughts. The first thing to do is to locate this Senor Torreon from whom the first information came,|Kennedy seemed to appreciate my perplexity as though he read my thoughts. The first thing to do is to locate this Senor Torreon from whom the first information came,
silent_bullet_12_f000084|he remarked as we left the apartment.|he remarked as we left the apartment.
silent_bullet_12_f000085|Miss Guerrero told me that he might possibly be found in an obscure boarding-house in the Bronx where several members of the junta live. Let us try, anyway.|Miss Guerrero told me that he might possibly be found in an obscure boarding-house in the Bronx where several members of the junta live. Let us try, anyway.
silent_bullet_12_f000086|Fortune favoured us to the extent that we did find Torreon at the address given. He made no effort to evade us, though I noted that he was an unprepossessing looking man - undersized and a trifle over-stout,|Fortune favoured us to the extent that we did find Torreon at the address given. He made no effort to evade us, though I noted that he was an unprepossessing looking man - undersized and a trifle over-stout,
silent_bullet_12_f000087|with an eye that never met yours as you talked with him.|with an eye that never met yours as you talked with him.
silent_bullet_12_f000088|Whether it was that he was concealing something, or whether he was merely fearful that we might after all be United States Secret Service men,|Whether it was that he was concealing something, or whether he was merely fearful that we might after all be United States Secret Service men,
silent_bullet_12_f000089|or whether it was simply a lack of pontnd of English, he was uncommonly uncommunicative at first.|or whether it was simply a lack of pontnd of English, he was uncommonly uncommunicative at first.
silent_bullet_12_f000090|He repeated sullenly the details of the disappearance of Guerrero, just as we had already heard them.|He repeated sullenly the details of the disappearance of Guerrero, just as we had already heard them.
silent_bullet_12_f000091|And you simply bade him good-bye as you got on a subway train and that is the last you ever saw of him? repeated Kennedy.|And you simply bade him good-bye as you got on a subway train and that is the last you ever saw of him? repeated Kennedy.
silent_bullet_12_f000092|Yes, he replied.|Yes, he replied.
silent_bullet_12_f000093|Did he seem to be worried, to have anything on his mind, to act queerly in any way? asked Kennedy keenly.|Did he seem to be worried, to have anything on his mind, to act queerly in any way? asked Kennedy keenly.
silent_bullet_12_f000094|No, came the monosyllabic reply, and there was just that shade of hesitation about it that made me wish we had the apparatus we used in the Bond case for registering association time.|No, came the monosyllabic reply, and there was just that shade of hesitation about it that made me wish we had the apparatus we used in the Bond case for registering association time.
silent_bullet_12_f000095|Kennedy noticed it, and purposely dropped the line of inquiry in order not to excite Torreon’s suspicion.|Kennedy noticed it, and purposely dropped the line of inquiry in order not to excite Torreons suspicion.
silent_bullet_12_f000096|I understand no word has been received from him at the headquarters on South Street to-day.|I understand no word has been received from him at the headquarters on South Street to-day.
silent_bullet_12_f000097|None, replied Torreon sharply.|None, replied Torreon sharply.
silent_bullet_12_f000098|And you have no idea where he could have gone after you left him last night?|And you have no idea where he could have gone after you left him last night?
silent_bullet_12_f000099|No, senor, none.|No, senor, none.
silent_bullet_12_f000100|This answer was given, I thought, with suspicious quickness.|This answer was given, I thought, with suspicious quickness.
silent_bullet_12_f000101|You do not think that he could be concealed by Senora Mendez, then?|You do not think that he could be concealed by Senora Mendez, then?
silent_bullet_12_f000102|asked Kennedy quietly.|asked Kennedy quietly.
silent_bullet_12_f000103|The little man jumped forward with his eyes flashing. No, he hissed, checking this show of feeling as quickly as he could.|The little man jumped forward with his eyes flashing. No, he hissed, checking this show of feeling as quickly as he could.
silent_bullet_12_f000104|Well, then, observed Kennedy, rising slowly, I see nothing to do but to notify the police and have a general alarm sent out.|Well, then, observed Kennedy, rising slowly, I see nothing to do but to notify the police and have a general alarm sent out.
silent_bullet_12_f000105|The fire died in the eyes of Torreon. Do not do that, Senor, he exclaimed. Wait at least one day more. Perhaps he will appear.|The fire died in the eyes of Torreon. Do not do that, Senor, he exclaimed. Wait at least one day more. Perhaps he will appear.
silent_bullet_12_f000106|Perhaps he has only gone up to Bridgeport to see about some arms and cartridges - who can tell? No, sir, do not call in the police, I beg you - not yet.|Perhaps he has only gone up to Bridgeport to see about some arms and cartridges - who can tell? No, sir, do not call in the police, I beg you - not yet.
silent_bullet_12_f000107|I myself will search for him. It may be I can get some word, some clue. If I can I will notify Miss Guerrero immediately.|I myself will search for him. It may be I can get some word, some clue. If I can I will notify Miss Guerrero immediately.
silent_bullet_12_f000108|Kennedy turned suddenly. Torreon, he flashed quickly, what do you suspect about that shipment of half a million silver dollars? Where did it go after it left the wharf?|Kennedy turned suddenly. Torreon, he flashed quickly, what do you suspect about that shipment of half a million silver dollars? Where did it go after it left the wharf?
silent_bullet_12_f000109|Torreon kept his composure admirably. An enigma of a smile flitted over his mobile features as he shrugged his shoulders.|Torreon kept his composure admirably. An enigma of a smile flitted over his mobile features as he shrugged his shoulders.
silent_bullet_12_f000110|Ah, he said simply, then you have heard that the money is missing? Perhaps Guerrero has not gone to Bridgeport, after all!|Ah, he said simply, then you have heard that the money is missing? Perhaps Guerrero has not gone to Bridgeport, after all!
silent_bullet_12_f000111|On condition that I do not notify the police yet - will you take us to visit Senora Mendez, and let us learn from her what she knows of this strange case?|On condition that I do not notify the police yet - will you take us to visit Senora Mendez, and let us learn from her what she knows of this strange case?
silent_bullet_12_f000112|Torreon was plainly cornered. He sat for a moment biting his nails nervously and fidgeting in his chair. It shall be as you wish, he assented at length.|Torreon was plainly cornered. He sat for a moment biting his nails nervously and fidgeting in his chair. It shall be as you wish, he assented at length.
silent_bullet_12_f000113|We are to go, continued Kennedy, merely as friends of yours, you understand? I want to ask questions in my own way, and you are not to - Yes, yes, he agreed.|We are to go, continued Kennedy, merely as friends of yours, you understand? I want to ask questions in my own way, and you are not to - Yes, yes, he agreed.
silent_bullet_12_f000114|Wait. I will tell her we are coming, and he reached for the telephone.|Wait. I will tell her we are coming, and he reached for the telephone.
silent_bullet_12_f000115|No, interrupted Kennedy. I prefer to go with you unexpected. Put down the telephone. Otherwise, I may as well notify my friend Inspector O’Connor of the Central Office and go up with him.|No, interrupted Kennedy. I prefer to go with you unexpected. Put down the telephone. Otherwise, I may as well notify my friend Inspector OConnor of the Central Office and go up with him.
silent_bullet_12_f000116|Torreon let the receiver fall back in its socket, and I caught just a glimpse of the look of hate and suspicion which crossed his face as he turned toward Kennedy.|Torreon let the receiver fall back in its socket, and I caught just a glimpse of the look of hate and suspicion which crossed his face as he turned toward Kennedy.
silent_bullet_12_f000117|When he spoke it was as suavely as if he himself were the one who had planned this little excursion.|When he spoke it was as suavely as if he himself were the one who had planned this little excursion.
silent_bullet_12_f000118|It shall be as you wish, he said, leading the way out to the cross-town surface cars.|It shall be as you wish, he said, leading the way out to the cross-town surface cars.
silent_bullet_12_f000119|Senora Mendez received us politely, and we were ushered into a large music-room in her apartment. There were several people there already.|Senora Mendez received us politely, and we were ushered into a large music-room in her apartment. There were several people there already.
silent_bullet_12_f000120|They were seated in easy chairs about the room.|They were seated in easy chairs about the room.
silent_bullet_12_f000121|One of the ladies was playing on the piano as we entered. It was a curious composition - very rhythmic, with a peculiar thread of monotonous melody running through it.|One of the ladies was playing on the piano as we entered. It was a curious composition - very rhythmic, with a peculiar thread of monotonous melody running through it.
silent_bullet_12_f000122|The playing ceased, and all eyes were fixed on us. Kennedy kept very close to Torreon, apparently for the purpose of frustrating any attempt at a whispered conversation with the senora.|The playing ceased, and all eyes were fixed on us. Kennedy kept very close to Torreon, apparently for the purpose of frustrating any attempt at a whispered conversation with the senora.
silent_bullet_12_f000123|The guests rose and with courtly politeness bowed as Senora Mendez presented two friends of Senor Torreon, Senor Kennedy and Senor Jameson.|The guests rose and with courtly politeness bowed as Senora Mendez presented two friends of Senor Torreon, Senor Kennedy and Senor Jameson.
silent_bullet_12_f000124|We were introduced in turn to Senor and Senora Alvardo, Senor Gonzales, Senorita Reyes, and the player, Senora Barrios.|We were introduced in turn to Senor and Senora Alvardo, Senor Gonzales, Senorita Reyes, and the player, Senora Barrios.
silent_bullet_12_f000125|It was a peculiar situation, and for want of something better to say I commented on the curious character of the music we had overheard as we entered.|It was a peculiar situation, and for want of something better to say I commented on the curious character of the music we had overheard as we entered.
silent_bullet_12_f000126|The senora smiled, and was about to speak when a servant entered, bearing a tray full of little cups with a steaming liquid, and in a silver dish some curious,|The senora smiled, and was about to speak when a servant entered, bearing a tray full of little cups with a steaming liquid, and in a silver dish some curious,
silent_bullet_12_f000127|round, brown, disc-like buttons, about an inch in diameter and perhaps a quarter of an inch thick.|round, brown, disc-like buttons, about an inch in diameter and perhaps a quarter of an inch thick.
silent_bullet_12_f000128|Torreon motioned frantically to the servant to withdraw, but Kennedy was too quick for him. Interposing himself between Torreon and the servant, he made way for her to enter.|Torreon motioned frantically to the servant to withdraw, but Kennedy was too quick for him. Interposing himself between Torreon and the servant, he made way for her to enter.
silent_bullet_12_f000129|You were speaking of the music, replied Senora Mendez to me in rich, full tones. Yes, it is very curious. It is a song of the Kiowa Indians of New Mexico which Senora Barrios has endeavoured to set to music so that it can be rendered on the piano.|You were speaking of the music, replied Senora Mendez to me in rich, full tones. Yes, it is very curious. It is a song of the Kiowa Indians of New Mexico which Senora Barrios has endeavoured to set to music so that it can be rendered on the piano.
silent_bullet_12_f000130|Senora Barrios and myself fled from Vespuccia to Mexico at the start of our revolution, and when the Mexican government ordered us to leave on account of our political activity we merely crossed the line to the United States, in New Mexico.|Senora Barrios and myself fled from Vespuccia to Mexico at the start of our revolution, and when the Mexican government ordered us to leave on account of our political activity we merely crossed the line to the United States, in New Mexico.
silent_bullet_12_f000131|It was there that we ran across this very curious discovery. The monotonous beat of that melody you heard is supposed to represent the beating of the tom-toms of the Indians during their mescal rites.|It was there that we ran across this very curious discovery. The monotonous beat of that melody you heard is supposed to represent the beating of the tom-toms of the Indians during their mescal rites.
silent_bullet_12_f000132|We are having a mescal evening here, whiling away the hours of exile from our native Vespuccia.|We are having a mescal evening here, whiling away the hours of exile from our native Vespuccia.
silent_bullet_12_f000133|Mescal? I repeated blankly at first, then feeling a nudge from Kennedy, I added hastily: Oh, yes, to be sure. I think I have heard of it.|Mescal? I repeated blankly at first, then feeling a nudge from Kennedy, I added hastily: Oh, yes, to be sure. I think I have heard of it.
silent_bullet_12_f000134|It’s a Mexican drink, is it not? I have never had the pleasure of tasting it or of tasting that other drink, pulque - poolkay - did I get the accent right?|Its a Mexican drink, is it not? I have never had the pleasure of tasting it or of tasting that other drink, pulque - poolkay - did I get the accent right?
silent_bullet_12_f000135|I felt another, sharper nudge from Kennedy, and knew that I had only made matters worse.|I felt another, sharper nudge from Kennedy, and knew that I had only made matters worse.
silent_bullet_12_f000136|mister Jameson, he hastened to remark, confounds this mescal of the Indians with the drink of the same name that is common in Mexico.|mister Jameson, he hastened to remark, confounds this mescal of the Indians with the drink of the same name that is common in Mexico.
silent_bullet_12_f000137|Oh, she laughed, to my great relief, but this mescal is something quite different. The Mexican drink mescal is made from the maguey-plant and is a frightfully horrid thing that sends the peon out of his senses and makes him violent.|Oh, she laughed, to my great relief, but this mescal is something quite different. The Mexican drink mescal is made from the maguey-plant and is a frightfully horrid thing that sends the peon out of his senses and makes him violent.
silent_bullet_12_f000138|Mescal as I mean it is a little shrub, a god, a cult, a religion.|Mescal as I mean it is a little shrub, a god, a cult, a religion.
silent_bullet_12_f000139|Yes, assented Kennedy; discovered by those same Kiowa Indians, was it not?|Yes, assented Kennedy; discovered by those same Kiowa Indians, was it not?
silent_bullet_12_f000140|Perhaps, she admitted, raising her beautiful shoulders in polite deprecation. The mescal religion, we found, has spread very largely in New Mexico and Arizona among the Indians,|Perhaps, she admitted, raising her beautiful shoulders in polite deprecation. The mescal religion, we found, has spread very largely in New Mexico and Arizona among the Indians,
silent_bullet_12_f000141|and with the removal of the Kiowas to the Indian reservation it has been adopted by other tribes even, I have heard, as far north as the Canadian border.|and with the removal of the Kiowas to the Indian reservation it has been adopted by other tribes even, I have heard, as far north as the Canadian border.
silent_bullet_12_f000142|Is that so? asked Kennedy. I understood that the United States government had forbidden the importation of the mescal plant and its sale to the Indians under severe penalties.|Is that so? asked Kennedy. I understood that the United States government had forbidden the importation of the mescal plant and its sale to the Indians under severe penalties.
silent_bullet_12_f000143|It has, sir, interposed Alvardo, who had joined us, but still the mescal cult grows secretly. For my part, I think it might be more wise for your authorities to look to the whiskey and beer that unscrupulous persons are selling.|It has, sir, interposed Alvardo, who had joined us, but still the mescal cult grows secretly. For my part, I think it might be more wise for your authorities to look to the whiskey and beer that unscrupulous persons are selling.
silent_bullet_12_f000144|Senor Jameson, he added, turning to me, will you join us in a little cup of this artificial paradise, as one of your English writers - Havelock Ellis,|Senor Jameson, he added, turning to me, will you join us in a little cup of this artificial paradise, as one of your English writers - Havelock Ellis,
silent_bullet_12_f000145|I think - has appropriately called it?|I think - has appropriately called it?
silent_bullet_12_f000146|I glanced dubiously at Kennedy as Senora Mendez took one of the little buttons out of the silver tray. Carefully paring the fuzzy tuft of hairs off the top of it - it looked to me very much like the tip of a cactus plant,|I glanced dubiously at Kennedy as Senora Mendez took one of the little buttons out of the silver tray. Carefully paring the fuzzy tuft of hairs off the top of it - it looked to me very much like the tip of a cactus plant,
silent_bullet_12_f000147|which, indeed, it was - she rolled it into a little pellet and placed it in her mouth, chewing it slowly like a piece of chicle.|which, indeed, it was - she rolled it into a little pellet and placed it in her mouth, chewing it slowly like a piece of chicle.
silent_bullet_12_f000148|Watch me; do just as I do, whispered Kennedy to me at a moment when no one was looking.|Watch me; do just as I do, whispered Kennedy to me at a moment when no one was looking.
silent_bullet_12_f000149|The servant advanced towards us with the tray.|The servant advanced towards us with the tray.
silent_bullet_12_f000150|The mescal plant, explained Alvardo, pointing at the little discs, grows precisely like these little buttons which you see here.|The mescal plant, explained Alvardo, pointing at the little discs, grows precisely like these little buttons which you see here.
silent_bullet_12_f000151|It is a species of cactus which rises only half an inch or so from the ground.|It is a species of cactus which rises only half an inch or so from the ground.
silent_bullet_12_f000152|The stem is surrounded by a clump of blunt leaves which give it its button shape, and on the top you will see still the tuft of filaments, like a cactus.|The stem is surrounded by a clump of blunt leaves which give it its button shape, and on the top you will see still the tuft of filaments, like a cactus.
silent_bullet_12_f000153|It grows in the rocky soil in many places in the state of Jalisco, though only recently has it become known to science. The Indians, when they go out to gather it,|It grows in the rocky soil in many places in the state of Jalisco, though only recently has it become known to science. The Indians, when they go out to gather it,
silent_bullet_12_f000154|simply lop off these little ends as they peep above the earth, dry them, keep what they wish for their own use, and sell the rest for what is to them a fabulous sum.|simply lop off these little ends as they peep above the earth, dry them, keep what they wish for their own use, and sell the rest for what is to them a fabulous sum.
silent_bullet_12_f000155|Some people chew the buttons, while a few have lately tried making an infusion or tea out of them. Perhaps to a beginner I had better recommend the infusion.|Some people chew the buttons, while a few have lately tried making an infusion or tea out of them. Perhaps to a beginner I had better recommend the infusion.
silent_bullet_12_f000156|I had scarcely swallowed the bitter, almost nauseous decoction than I began to feel my heart action slowing up and my pulse beating fuller and stronger.|I had scarcely swallowed the bitter, almost nauseous decoction than I began to feel my heart action slowing up and my pulse beating fuller and stronger.
silent_bullet_12_f000157|The pupils of my eyes expanded as with a dose of belladonna;|The pupils of my eyes expanded as with a dose of belladonna;
silent_bullet_12_f000158|at least, I could see that Kennedy’s did, and so mine must have done the same.|at least, I could see that Kennedys did, and so mine must have done the same.
silent_bullet_12_f000159|I seemed to feel an elated sense of superiority - really I almost began to feel that it was I, not Kennedy, who counted most in this investigation.|I seemed to feel an elated sense of superiority - really I almost began to feel that it was I, not Kennedy, who counted most in this investigation.
silent_bullet_12_f000160|I have since learned that this is the common experience of mescal-users, this sense of elation; but the feeling of physical energy and intellectual power soon wore off,|I have since learned that this is the common experience of mescal-users, this sense of elation; but the feeling of physical energy and intellectual power soon wore off,
silent_bullet_12_f000161|and I found myself glad to recline in my easy chair, as the rest did, in silent indolence.|and I found myself glad to recline in my easy chair, as the rest did, in silent indolence.
silent_bullet_12_f000162|Still, the display that followed for an enchanted hour or so was such as I find it hopeless to describe in language which shall convey to others the beauty and splendour of what I saw.|Still, the display that followed for an enchanted hour or so was such as I find it hopeless to describe in language which shall convey to others the beauty and splendour of what I saw.
silent_bullet_12_f000163|I picked up a book lying on the table before me. A pale blue-violet shadow floated across the page before me, leaving an after-image of pure colour that was indescribable.|I picked up a book lying on the table before me. A pale blue-violet shadow floated across the page before me, leaving an after-image of pure colour that was indescribable.
silent_bullet_12_f000164|I laid down the book and closed my eyes.|I laid down the book and closed my eyes.
silent_bullet_12_f000165|A confused riot of images and colours like a kaleidoscope crowded before me, at first indistinct, but, as I gazed with closed yes, more and more definite.|A confused riot of images and colours like a kaleidoscope crowded before me, at first indistinct, but, as I gazed with closed yes, more and more definite.
silent_bullet_12_f000166|Golden and red and green jewels seemed to riot before me. I bathed my hands in inconceivable riches of beauty such as no art-glass worker has ever produced.|Golden and red and green jewels seemed to riot before me. I bathed my hands in inconceivable riches of beauty such as no art-glass worker has ever produced.
silent_bullet_12_f000167|All discomfort ceased. I had no desire to sleep - in fact, was hyper-sensitive. But it was a real effort to open my eyes; to tear myself away from the fascinating visions of shapes and colours.|All discomfort ceased. I had no desire to sleep - in fact, was hyper-sensitive. But it was a real effort to open my eyes; to tear myself away from the fascinating visions of shapes and colours.
